Emp.No,Name,Retirement,Sex,Age,Tenure,Hiring.Source,University,Univ.GPA,Education.Level,Biz.Location,Job.Family,Team,Is.Manager,OverTime,Performance.Score,Unused.Vacation,Cognitive.Score,Endurance.Score,Execution.Score,Manager.Vision,Manager.Communication,Manager.Execution,Engagement.Score,Sales.Amount
2677,John1483,No,Male,37,18.7,Job Board,MIT,97.67,Master,Singapore,Research,Tech Support,No,140,85.6,9,93,97,98,24,6,43,47.9,NA
3032,John1484,No,Male,39,18,Job Board,SOGANG UNIVERSITY,80.67,Bachelor,Singapore,Research,Tech Support,No,104,46.5,9,75,100,76,21,23,41,43.2,NA
1401,John1485,No,Male,32,12.6,Job Board,HARVARD UNIVERSITY,81.11,HighSchool,Singapore,Research,Tech Support,No,66,45.1,9,99,84,95,22,9,52,40.9,NA
1238,John1486,Yes,Male,43,23.3,Intern,SEOUL NATIONAL UNIVERSITY,76.89,Bachelor,Tokyo,Administration,Marketing,No,153,39.9,11,92,85,62,72,15,52,47.2,NA
4685,John1487,No,Male,29,9,Intern,DUKE UNIVERSITY,86.67,Bachelor,Singapore,Marketing,Biz Dev,No,104,34.8,16,69,69,63,36,38,34,55.5,82149
3079,John1488,No,Male,38,19.3,Job Board,STOCKHOLM UNIVERSITY,84.89,2-Year College,Tokyo,Marketing,Manufacturing,No,62,54.8,10,91,73,85,16,17,64,49.1,70285
3123,John1489,No,Male,52,34.4,Job Board,MIT,62.67,Bachelor,USA,Manufacturing,Marketing,No,217,38,22,82,94,71,91,77,27,68.2,NA
3429,John1490,No,Male,39,23.1,Job Board,KYOTO UNIVERSITY,77.21,Bachelor,Tokyo,Manufacturing,Manufacturing,No,172,31,15,69,93,86,23,1,22,43.9,NA
1561,Jane1491,No,Female,36,31.2,Job Board,STANFORD UNIVERSITY,88,Bachelor,Seoul,Research,Tech Support,Yes,93,78.7,2,93,84,75,13,6,16,43.7,NA
4256,John1492,No,Male,37,16.7,Job Board,THE UNIVERSITY OF TOKYO,81.33,Bachelor,Singapore,Manufacturing,Legal,No,204,36,8,78,94,90,38,45,84,57.5,NA
5281,John1493,No,Male,37,16.9,Special,UNIVERSITY OF TORONTO,79.56,Bachelor,Tokyo,Manufacturing,Human Resources,No,237,51.1,12,71,87,71,81,87,31,66.4,NA
5424,John1494,No,Male,30,19.7,Job Board,KYOTO UNIVERSITY,88.67,Bachelor,Shanghai,Manufacturing,Tech Support,Yes,330,38,6,88,67,80,29,15,57,45.2,NA
1862,John1495,No,Male,40,23.5,Intern,KYOTO UNIVERSITY,87.56,Master,Singapore,Marketing,Finance,No,97,70.3,3,92,74,91,27,33,84,52.5,78480
4402,John1496,No,Male,34,18.4,Job Board,NAGOYA UNIVERSITY,88.67,Doctor,Singapore,Manufacturing,Manufacturing,No,305,44,13,68,68,98,21,27,42,53,NA
3698,John1497,No,Male,38,16,Job Board,UNIVERSITY OF OXFORD,76.44,Bachelor,Singapore,Manufacturing,Finance,No,181,42.4,8,83,87,87,48,42,89,56.7,NA
1016,Jane1498,No,Female,26,7,Job Board,TSINGHUA UNIVERSITY,77.11,Doctor,Tokyo,Manufacturing,Finance,No,156,32.5,12,67,83,66,1,45,72,50.3,NA
3616,John1499,No,Male,37,27.5,Job Board,SEOUL NATIONAL UNIVERSITY,84.44,Bachelor,Tokyo,Marketing,Marketing,Yes,81,40.4,18,87,98,63,91,74,37,64.2,90829
2148,Jane1500,No,Female,40,25,Special,THE UNIVERSITY OF TOKYO,77.56,Bachelor,Tokyo,Marketing,Marketing,No,20,61.7,7,84,87,98,90,75,32,61.5,72988
3791,Jane1501,No,Female,34,21.3,Job Board,MIT,87.67,Bachelor,Shanghai,Manufacturing,Operation,No,229,55.4,4,80,83,66,17,50,19,57.7,NA
2701,Jane1502,No,Female,38,24.6,Job Board,THE UNIVERSITY OF TOKYO,70.67,Bachelor,Tokyo,Administration,Tech Support,No,25,22.8,12,71,66,91,22,11,16,37.2,NA
4518,John1503,No,Male,43,33.8,Special,YALE UNIVERSITY,72.89,Master,Seoul,Research,Manufacturing,Yes,339,62.5,2,88,94,90,22,35,4,46.2,NA
4701,John1504,No,Male,31,12.3,Job Board,PRINCETON UNIVERSITY,72.67,Bachelor,Tokyo,Marketing,Manufacturing,No,68,42.5,10,68,99,77,9,19,19,38.5,108406
2559,John1505,No,Male,40,19.4,Special,UNIVERSITY OF CHICAGO,84.44,Bachelor,Tokyo,Research,Marketing,No,29,39.6,19,84,67,80,92,72,22,63.2,NA
4772,John1506,No,Male,42,24.5,Job Board,UNIVERSITY OF OXFORD,78.89,Bachelor,Shanghai,Research,Marketing,No,90,40.4,18,86,78,89,92,75,19,62.1,NA
2680,John1507,No,Male,42,20.7,Special,CORNELL UNIVERSITY,85.6,Bachelor,USA,Research,Manufacturing,No,90,52.1,14,77,90,99,11,34,20,42.7,NA
1019,Jane1508,No,Female,27,9.5,Job Board,STANFORD UNIVERSITY,78.22,Bachelor,Shanghai,Manufacturing,Human Resources,No,180,44.6,8,84,98,90,70,87,32,61.2,NA
2839,John1509,No,Male,38,20,Special,PEKING UNIVERSITY,68.22,Doctor,Singapore,Manufacturing,Manufacturing,No,300,41.2,18,85,83,62,23,12,40,45.2,NA
2788,John1510,No,Male,37,17.9,Intern,KYOTO UNIVERSITY,66.67,Bachelor,Tokyo,Research,Tech Support,No,44,58.1,12,77,100,62,27,11,35,48.2,NA
2596,John1511,No,Male,42,22,Job Board,UNIVERSITY OF OXFORD,64.22,HighSchool,Shanghai,Research,Tech Support,No,44,40,3,97,69,94,24,17,31,40.8,NA
3796,John1512,No,Male,38,19.9,Job Board,SEOUL NATIONAL UNIVERSITY,83.56,Bachelor,Singapore,Research,Tech Support,No,74,43.8,6,88,82,66,23,19,53,42.2,NA
5335,Jane1513,No,Female,32,16.1,Job Board,UNIVERSITY OF CHICAGO,82.67,Bachelor,Tokyo,Manufacturing,Manufacturing,No,138,64.6,1,67,87,66,21,17,9,47.3,NA
4009,John1514,No,Male,37,15.2,Job Board,LEIDEN UNIVERSITY,85.78,Master,Shanghai,Administration,Tech Support,No,52,44.6,16,98,67,68,16,9,43,42.2,NA
14,Jane1515,No,Female,39,24.9,Intern,STANFORD UNIVERSITY,84.89,Bachelor,Singapore,Manufacturing,Marketing,No,201,45.9,6,79,77,67,90,74,31,64.5,NA
5005,John1516,No,Male,34,24.3,Overseas,YALE UNIVERSITY,70.67,Master,Seoul,Manufacturing,Marketing,Yes,455,69.9,15,71,75,82,89,73,42,71.5,NA
2641,John1517,No,Male,43,26.7,Job Board,THE UNIVERSITY OF TOKYO,71.33,HighSchool,USA,Research,Manufacturing,No,28,46.8,13,91,99,68,32,18,29,43.3,NA
4533,John1518,No,Male,45,28.3,Job Board,PEKING UNIVERSITY,70.67,Bachelor,Seoul,Manufacturing,Quality Assurance,No,590,58.8,7,72,94,67,52,42,6,53.6,NA
1040,John1519,No,Male,28,12.6,Job Board,PRINCETON UNIVERSITY,88,Bachelor,Shanghai,Administration,Tech Support,No,49,37.1,24,93,71,64,3,11,22,41.7,NA
1288,John1520,No,Male,39,19.7,Intern,NAGOYA UNIVERSITY,95,Bachelor,Tokyo,Manufacturing,Tech Support,No,153,33.9,12,71,84,83,25,12,17,42.2,NA
852,John1521,No,Male,34,14.1,Job Board,DUKE UNIVERSITY,83.33,Master,Amsterdam,Research,Marketing,No,241,52,12,71,79,74,70,74,17,61,NA
1720,Jane1522,No,Female,39,26.5,Job Board,THE UNIVERSITY OF TOKYO,78.44,Bachelor,Shanghai,Manufacturing,Finance,No,120,60.2,0,89,85,62,46,26,67,60.3,NA
3069,John1523,No,Male,46,29.5,Overseas,OSAKA UNIVERSITY,75.78,Bachelor,Amsterdam,Research,Tech Support,No,60,46,21,74,98,74,20,10,27,39.9,NA
4259,John1524,No,Male,36,27.2,Special,ECOLE NORMALE SUP?RIEURE DE LYON,73.11,Bachelor,Singapore,Research,Manufacturing,Yes,107,40.3,10,78,92,98,17,22,41,43.9,NA
428,John1525,No,Male,32,14.3,Job Board,SEOUL NATIONAL UNIVERSITY,69.78,Bachelor,Tokyo,Research,Marketing,No,90,45.4,7,72,85,87,72,74,34,60.8,NA
680,John1526,No,Male,32,10.7,Job Board,THE UNIVERSITY OF TOKYO,90.22,Bachelor,Shanghai,Administration,Manufacturing,No,37,42.9,9,72,67,63,9,36,13,43.2,NA
2074,John1527,No,Male,46,25.8,Special,KYOTO UNIVERSITY,96.44,Bachelor,Tokyo,Manufacturing,Marketing,No,232,32.5,14,84,84,77,96,71,14,64.6,NA
1519,John1528,No,Male,42,23.8,Job Board,SEOUL NATIONAL UNIVERSITY,84.44,Bachelor,Seoul,Manufacturing,Human Resources,No,476,72.1,8,97,80,81,85,73,7,65.2,NA
1784,John1529,No,Male,42,23.6,Job Board,KYOTO UNIVERSITY,73.11,Master,Singapore,Research,Marketing,No,219,74,11,99,87,89,89,75,19,62.5,NA
357,John1530,No,Male,46,28.3,Job Board,MIT,86.67,HighSchool,USA,Marketing,Biz Dev,No,26,40.1,4,68,87,97,40,27,22,44.3,45284
4000,John1531,No,Male,38,19.4,Job Board,UNIVERSITY OF HONG KONG,75.12,2-Year College,Tokyo,Marketing,Marketing,No,13,57.4,14,76,90,62,89,73,71,67,77399
5125,Jane1532,No,Female,28,11.9,Job Board,UNIVERSITY OF PENNSYLVANIA,93.49,HighSchool,Shanghai,Marketing,Finance,No,35,45.2,1,70,74,68,39,36,66,51,30309
2419,John1533,No,Male,34,12.6,Intern,CORNELL UNIVERSITY,76.44,Bachelor,Shanghai,Marketing,Tech Support,No,79,25.6,0,76,93,67,19,14,36,39.6,50217
2194,John1534,No,Male,49,32.8,Job Board,THE UNIVERSITY OF TOKYO,77.11,Master,USA,Manufacturing,Manufacturing,No,167,45.8,22,78,77,86,24,16,19,49.9,NA
74,John1535,No,Male,35,14.9,Job Board,PEKING UNIVERSITY,57.56,Bachelor,USA,Manufacturing,Manufacturing,No,233,39,19,97,70,94,17,26,24,49.7,NA
1330,John1536,No,Male,49,29.9,Job Board,KYOTO UNIVERSITY,74.22,Master,Tokyo,Research,Manufacturing,No,28,71.5,0,95,68,80,23,14,11,47.2,NA
3725,Jane1537,No,Female,36,19.2,Job Board,THE UNIVERSITY OF TOKYO,92,Bachelor,Shanghai,Manufacturing,Tech Support,No,164,39.7,14,75,79,76,18,17,24,43,NA
3237,Jane1538,No,Female,38,22.2,Job Board,"	EMORY UNIVERSITY",63.56,Master,USA,Marketing,Human Resources,No,52,27.2,13,79,95,66,84,74,35,59.3,87492
5186,John1539,No,Male,39,19.5,Job Board,KYOTO UNIVERSITY,84.89,Master,USA,Manufacturing,Marketing,No,244,73.9,18,97,87,78,92,71,24,65.8,NA
2726,John1540,No,Male,44,23.7,Job Board,PRINCETON UNIVERSITY,77.78,Doctor,Tokyo,Research,Manufacturing,No,84,45.8,3,86,94,70,23,12,30,39.3,NA
3227,John1541,No,Male,33,13.4,Job Board,HARVARD UNIVERSITY,78.22,HighSchool,Tokyo,Marketing,Tech Support,No,37,42.2,14,99,94,83,13,6,38,38.9,72876
5366,John1542,No,Male,34,13.6,Job Board,HARVARD UNIVERSITY,81.78,Doctor,Singapore,Research,Tech Support,No,28,47.5,9,74,84,79,21,11,32,41.9,NA
1324,John1543,Yes,Male,36,17,Job Board,PEKING UNIVERSITY,88,Bachelor,Shanghai,Manufacturing,Biz Dev,No,377,36.8,0,95,87,63,31,21,13,38,NA
3991,John1544,No,Male,46,25.1,Job Board,UNIVERSITY OF CAMBRIDGE,74.89,Master,USA,Manufacturing,Tech Support,No,233,36.4,10,78,76,83,17,12,43,43.6,NA
2690,John1545,No,Male,41,34.2,Overseas,PEKING UNIVERSITY,75.81,Bachelor,Tokyo,Research,Manufacturing,Yes,121,43.6,19,81,99,98,8,25,14,40.8,NA
1117,Jane1546,No,Female,33,17.7,Job Board,HARVARD UNIVERSITY,86,Master,Amsterdam,Research,Manufacturing,No,240,55.5,4,89,79,82,7,31,16,46.5,NA
2461,John1547,No,Male,38,18.4,Special,NAGOYA UNIVERSITY,77.56,Master,Tokyo,Research,Biz Dev,No,54,77.4,10,91,90,73,23,50,37,51,NA
323,John1548,Yes,Male,32,14.6,Job Board,MIT,77.33,Master,Shanghai,Manufacturing,Manufacturing,No,364,63.6,10,98,89,82,23,15,24,40.8,NA
4236,John1549,No,Male,40,23.7,Special,CORNELL UNIVERSITY,78.44,Bachelor,Tokyo,Manufacturing,Human Resources,No,206,29.5,8,77,79,86,62,89,9,64.7,NA
3805,John1550,No,Male,42,20,Job Board,SEOUL NATIONAL UNIVERSITY,82.44,HighSchool,Singapore,Marketing,Tech Support,No,71,41.8,11,67,87,81,26,12,48,41.8,77317
3474,John1551,No,Male,41,21.3,Job Board,THE UNIVERSITY OF TOKYO,60.67,Bachelor,Tokyo,Administration,Marketing,No,77,42.4,12,75,90,89,91,73,33,64.2,NA
4678,John1552,No,Male,30,8.6,Job Board,DUKE UNIVERSITY,79.33,Doctor,Shanghai,Research,Tech Support,No,98,48,12,93,70,81,23,7,25,47.2,NA
1069,John1553,No,Male,28,8.4,Job Board,STANFORD UNIVERSITY,84.22,Bachelor,Tokyo,Research,Marketing,No,81,27.9,11,100,71,94,71,75,29,62.1,NA
4370,Jane1554,No,Female,33,16.1,Job Board,YALE UNIVERSITY,80,Bachelor,Singapore,Research,Marketing,No,5,46.7,12,92,71,94,90,74,38,62.7,NA
5280,John1555,No,Male,31,15.9,Intern,UNIVERSITY OF PENNSYLVANIA,80.89,Bachelor,Seoul,Research,Tech Support,No,176,73.9,8,71,78,87,29,9,14,48,NA
1536,John1556,No,Male,47,25.9,Special,NAGOYA UNIVERSITY,81.56,Master,Singapore,Manufacturing,Marketing,No,153,42.4,17,98,75,98,96,73,29,66.8,NA
143,Jane1557,No,Female,31,15.3,Job Board,HARVARD UNIVERSITY,71.11,Master,USA,Research,Tech Support,No,5,79.6,3,77,87,83,32,10,17,53,NA
518,John1558,No,Male,33,15.6,Job Board,THE UNIVERSITY OF TOKYO,77.33,Master,USA,Research,Marketing,No,240,69.7,9,68,86,93,66,73,33,61.3,NA
80,John1559,No,Male,51,43.7,Job Board,UNIVERSITY OF CAMBRIDGE,71.33,Bachelor,Singapore,Research,Marketing,Yes,86,25.8,14,88,87,68,89,73,48,68.3,NA
5552,John1560,No,Male,28,6.7,Job Board,OSAKA UNIVERSITY,75.11,Bachelor,Tokyo,Research,Manufacturing,No,47,40,15,100,99,78,30,22,19,41.3,NA
3405,Jane1561,No,Female,36,17.2,Job Board,KYOTO UNIVERSITY,88.37,Bachelor,Seoul,Research,Tech Support,No,18,83.8,4,69,96,76,18,11,4,43.5,NA
2799,John1562,No,Male,45,36.5,Job Board,UNIVERSITY OF CAMBRIDGE,98.44,Bachelor,Tokyo,Marketing,Quality Assurance,Yes,32,9.8,23,70,67,65,56,34,4,42.1,126920
4574,John1563,No,Male,33,12.8,Special,PEKING UNIVERSITY,77.67,Bachelor,USA,Manufacturing,Manufacturing,No,238,37.1,7,77,81,91,23,33,31,50,NA
3702,John1564,No,Male,38,17.5,Job Board,HARVARD UNIVERSITY,71.56,Bachelor,Shanghai,Manufacturing,Marketing,No,205,37.1,7,76,86,93,93,74,11,64.2,NA
264,John1565,No,Male,32,12.1,Job Board,PEKING UNIVERSITY,67.33,2-Year College,USA,Research,Manufacturing,No,150,59.2,9,100,76,82,15,29,24,49.2,NA
5599,Jane1566,No,Female,27,17.7,Intern,PRINCETON UNIVERSITY,88.84,Bachelor,Amsterdam,Research,Biz Dev,No,53,38.2,5,96,66,62,21,26,13,43.5,NA
4614,John1567,No,Male,29,8.1,Job Board,SEOUL NATIONAL UNIVERSITY,89.3,2-Year College,Tokyo,Manufacturing,Quality Assurance,No,205,37.9,13,95,81,84,64,43,25,51.2,NA
4030,Jane1568,No,Female,36,20.9,Job Board,OSAKA UNIVERSITY,82.22,Bachelor,Singapore,Manufacturing,Marketing,No,175,38,12,85,94,83,88,72,42,67.3,NA
5256,Jane1569,No,Female,35,17.9,Special,UNIVERSITY OF CAMBRIDGE,86.44,Doctor,Amsterdam,Administration,Biz Dev,No,66,40.8,10,85,72,66,56,25,3,52.8,NA
4645,Jane1570,No,Female,31,15.6,Job Board,NAGOYA UNIVERSITY,80.89,2-Year College,USA,Manufacturing,Biz Dev,No,268,52.9,12,72,82,89,25,37,11,57,NA
716,John1571,No,Male,42,22.7,Special,STANFORD UNIVERSITY,69.78,Doctor,Singapore,Manufacturing,Manufacturing,No,287,51.8,5,72,100,93,15,30,44,48.2,NA
3835,John1572,No,Male,40,20.8,Job Board,MIT,86.44,2-Year College,USA,Administration,Tech Support,No,29,40.4,13,86,87,94,14,4,21,40,NA
3344,Jane1573,No,Female,36,16.5,Job Board,UNIVERSITY OF CHICAGO,95.78,Master,Seoul,Marketing,Manufacturing,No,61,38.2,13,68,67,98,36,25,14,41.1,60444
2119,John1574,No,Male,54,32.3,Job Board,MIT,71.56,Master,Tokyo,Research,Marketing,No,73,58,6,87,74,95,91,71,17,62.8,NA
210,John1575,No,Male,44,19.4,Job Board,UNIVERSITY OF CHICAGO,76.74,Bachelor,Tokyo,Manufacturing,Tech Support,No,153,28.9,18,96,66,79,37,9,13,41.9,NA
2869,John1576,Yes,Male,38,19.5,Job Board,SEOUL NATIONAL UNIVERSITY,67.11,Doctor,Tokyo,Research,Marketing,No,202,41.1,11,68,86,88,90,16,22,46.6,NA
917,John1577,Yes,Male,32,15.8,Overseas,SEOUL NATIONAL UNIVERSITY,72.44,HighSchool,Tokyo,Administration,Human Resources,No,166,55.4,9,72,94,78,61,12,6,43,NA
2611,John1578,No,Male,42,22,Special,LEIDEN UNIVERSITY,81.56,Bachelor,Shanghai,Marketing,Manufacturing,No,41,37.9,13,97,92,82,7,27,29,42.3,64329
4985,John1579,No,Male,43,25.3,Job Board,HOKKAIDO UNIVERSITY,92.67,Bachelor,Singapore,Marketing,Biz Dev,No,88,48.3,4,83,78,88,50,54,24,46.5,54155
3320,Jane1580,No,Female,53,35.4,Job Board,SEOUL NATIONAL UNIVERSITY,79.77,2-Year College,Tokyo,Manufacturing,Marketing,No,213,41.5,7,88,84,77,91,76,34,64.5,NA
1617,John1581,No,Male,47,28.7,Job Board,CORNELL UNIVERSITY,83.33,Master,Tokyo,Research,Marketing,No,55,64.8,15,88,96,99,92,76,13,64.2,NA
1825,John1582,No,Male,39,19.5,Job Board,THE UNIVERSITY OF TOKYO,62,HighSchool,Singapore,Administration,Manufacturing,No,44,40.4,11,70,82,69,24,30,31,43.6,NA
3322,John1583,No,Male,39,29.7,Job Board,PRINCETON UNIVERSITY,76,Bachelor,Shanghai,Administration,Biz Dev,Yes,72,30.5,14,91,87,97,23,70,24,50.8,NA
835,John1584,No,Male,41,30.1,Job Board,YALE UNIVERSITY,79.11,Bachelor,Singapore,Research,Quality Assurance,Yes,88,36.6,13,78,74,66,23,47,44,47.5,NA
5544,Jane1585,No,Female,45,29.6,Job Board,SOGANG UNIVERSITY,84.89,Bachelor,Tokyo,Manufacturing,Marketing,No,173,53.3,5,99,98,72,91,75,34,65.9,NA
5230,John1586,No,Male,49,31.3,Job Board,NAGOYA UNIVERSITY,81.56,Bachelor,Tokyo,Manufacturing,Manufacturing,No,240,36.7,14,86,83,65,19,37,21,46,NA
1497,John1587,No,Male,42,20.7,Intern,PRINCETON UNIVERSITY,72.44,Bachelor,Tokyo,Manufacturing,Tech Support,No,319,44.5,11,92,76,90,6,16,6,40.7,NA
2743,John1588,No,Male,42,22.1,Job Board,YALE UNIVERSITY,83.33,Doctor,Amsterdam,Research,Biz Dev,No,70,72.2,0,99,82,98,23,18,12,52,NA
2322,John1589,No,Male,45,27.4,Job Board,STANFORD UNIVERSITY,68.22,HighSchool,Shanghai,Research,Finance,No,28,49.1,9,84,83,76,30,27,70,52.1,NA
3758,John1590,No,Male,45,25.5,Job Board,UNIVERSITY OF OXFORD,88.44,HighSchool,Singapore,Administration,Finance,No,56,35.6,12,93,75,94,70,50,92,60,NA
5147,John1591,No,Male,38,19.2,Job Board,UNIVERSITY OF HONG KONG,81.63,HighSchool,Shanghai,Marketing,Tech Support,No,103,39,12,98,79,76,1,8,32,38,42527
1704,John1592,No,Male,39,18.2,Job Board,KYOTO UNIVERSITY,79.56,2-Year College,Seoul,Manufacturing,Quality Assurance,No,323,81.6,17,74,97,83,10,26,11,52.5,NA
3633,John1593,No,Male,46,28.5,Job Board,UNIVERSITY OF SUSSEX,86.67,Doctor,Shanghai,Marketing,Manufacturing,No,13,32.4,3,78,90,86,11,14,33,39.8,63030
4027,Jane1594,No,Female,35,19,Job Board,DUKE UNIVERSITY,70,Master,Amsterdam,Manufacturing,Marketing,No,160,50,10,78,83,77,93,74,8,64.2,NA
3887,Jane1595,No,Female,36,20.9,Job Board,THE UNIVERSITY OF TOKYO,90.89,Bachelor,Tokyo,Marketing,Marketing,No,10,76.1,4,95,80,98,91,73,72,66.1,142494
5194,John1596,No,Male,35,11.5,Intern,OSAKA UNIVERSITY,73.02,Bachelor,Singapore,Research,Biz Dev,No,183,40.3,16,91,74,86,36,53,51,54.2,NA
1463,John1597,Yes,Male,45,27.9,Job Board,CORNELL UNIVERSITY,88.22,2-Year College,Singapore,Manufacturing,Legal,No,372,35.6,20,78,73,65,15,14,83,41.2,NA
2752,Jane1598,No,Female,39,23.8,Special,UNIVERSITY OF CHICAGO,62.67,HighSchool,Tokyo,Manufacturing,Manufacturing,No,120,55.5,0,86,98,62,22,30,4,46.5,NA
3558,John1599,No,Male,33,15.2,Overseas,MIT,75.78,Master,Singapore,Manufacturing,Human Resources,No,153,36.5,11,84,91,64,89,87,71,68.9,NA
4349,John1600,No,Male,32,24.8,Job Board,THE UNIVERSITY OF TOKYO,81.33,2-Year College,Shanghai,Manufacturing,Tech Support,Yes,153,41.3,20,74,90,74,31,2,28,43.8,NA
2025,John1601,No,Male,42,24.4,Job Board,YALE UNIVERSITY,82.22,HighSchool,Singapore,Research,Manufacturing,No,108,49,20,93,71,62,42,9,20,49.2,NA
545,John1602,No,Male,37,18.9,Job Board,UNIVERSITY OF CAMBRIDGE,78,2-Year College,Tokyo,Marketing,Biz Dev,No,59,23.1,14,67,70,72,17,41,44,48.1,68670
3484,John1603,No,Male,40,31.7,Special,STOCKHOLM UNIVERSITY,70.67,Bachelor,Tokyo,Manufacturing,Manufacturing,Yes,236,34.6,23,72,77,80,37,16,11,45.8,NA
4307,John1604,No,Male,33,12.6,Job Board,SEOUL NATIONAL UNIVERSITY,84.67,Doctor,Tokyo,Manufacturing,Finance,No,162,40.6,23,73,67,99,30,27,66,59.8,NA
1881,John1605,No,Male,44,32,Job Board,THE UNIVERSITY OF TOKYO,81.56,Master,Singapore,Manufacturing,Human Resources,No,273,36.9,19,79,97,68,80,85,57,68.2,NA
1442,John1606,No,Male,39,18.5,Job Board,UNIVERSITY OF PENNSYLVANIA,81.33,Bachelor,Amsterdam,Marketing,Tech Support,No,178,55.3,23,71,98,70,23,8,40,45.2,152995
4252,John1607,No,Male,38,19.1,Special,STANFORD UNIVERSITY,96.44,Bachelor,Tokyo,Manufacturing,Marketing,No,232,34.3,14,68,79,75,91,73,20,64.4,NA
586,John1608,No,Male,35,13.1,Job Board,PEKING UNIVERSITY,74.22,Bachelor,Tokyo,Administration,Tech Support,No,8,23.5,8,89,79,70,5,12,40,40.6,NA
3088,John1609,No,Male,48,31.6,Job Board,DUKE UNIVERSITY,76,Bachelor,USA,Marketing,Marketing,No,83,38.1,14,74,78,82,92,74,3,61.4,71944
5634,John1610,No,Male,30,8.4,Job Board,ECOLE NORMALE SUP?RIEURE DE LYON,86.22,Bachelor,Tokyo,Manufacturing,Human Resources,No,195,37.4,13,79,70,99,88,67,1,60.8,NA
1722,John1611,No,Male,45,27.2,Job Board,PRINCETON UNIVERSITY,70.22,2-Year College,USA,Research,Marketing,No,82,49.4,6,77,68,80,91,70,8,62.5,NA
4748,John1612,No,Male,31,8.5,Intern,UNIVERSITY OF OXFORD,73.11,Bachelor,Seoul,Research,Legal,No,166,50,22,89,79,64,37,47,53,52.1,NA
2927,John1613,No,Male,41,31.1,Job Board,UNIVERSITY OF CHICAGO,75.11,Bachelor,Tokyo,Manufacturing,Tech Support,Yes,168,35.3,9,97,84,81,27,15,37,43.3,NA
2526,John1614,Yes,Male,42,19.7,Job Board,THE UNIVERSITY OF TOKYO,83.02,2-Year College,Tokyo,Manufacturing,Marketing,No,298,32,20,82,90,76,97,8,19,45.8,NA
1229,Jane1615,Yes,Female,32,25.4,Job Board,KYOTO UNIVERSITY,76.89,2-Year College,Singapore,Manufacturing,Manufacturing,Yes,316,57.4,10,98,79,99,25,6,42,42.5,NA
1795,John1616,No,Male,46,25.2,Special,OSAKA UNIVERSITY,87.11,Doctor,Singapore,Research,Marketing,No,89,38.2,17,70,68,90,88,73,42,63.2,NA
1758,Jane1617,No,Female,45,39,Job Board,UNIVERSITY OF CHICAGO,84.22,Master,Tokyo,Manufacturing,Manufacturing,Yes,141,20.3,20,78,68,70,24,27,32,47,NA
2467,John1618,No,Male,37,16.6,Special,SEOUL NATIONAL UNIVERSITY,80,HighSchool,USA,Manufacturing,Tech Support,No,155,44.5,20,92,83,90,7,8,34,41.8,NA
4169,John1619,No,Male,38,22.8,Job Board,HARVARD UNIVERSITY,86.44,Bachelor,Shanghai,Marketing,Tech Support,No,63,41.1,4,84,85,100,28,16,10,40,34248
800,Jane1620,No,Female,30,13.8,Job Board,UNIVERSITY OF CAMBRIDGE,70.89,Master,Amsterdam,Marketing,Tech Support,No,236,35.5,9,86,66,82,9,12,12,34.5,30546
3010,John1621,No,Male,54,32.8,Special,MIT,62.67,2-Year College,Tokyo,Marketing,Manufacturing,No,13,48.6,14,70,79,62,40,0,72,50.2,62321
1580,Jane1622,No,Female,40,23.8,Job Board,UNIVERSITY OF CAMBRIDGE,78.44,Bachelor,Amsterdam,Research,Tech Support,No,5,59.6,6,68,92,83,7,9,1,41.5,NA
4258,John1623,No,Male,37,15.2,Special,UNIVERSITY OF OXFORD,88,Bachelor,Tokyo,Manufacturing,Tech Support,No,224,49.6,12,81,75,73,23,12,5,45.8,NA
4167,Jane1624,No,Female,34,23,Job Board,YALE UNIVERSITY,88.84,Bachelor,Singapore,Manufacturing,Manufacturing,Yes,125,30.7,9,84,69,81,24,17,41,47.8,NA
3667,John1625,No,Male,34,13.2,Job Board,OSAKA UNIVERSITY,70.22,HighSchool,Tokyo,Administration,Manufacturing,No,84,28.8,8,90,68,86,13,8,17,42.3,NA
5116,John1626,Yes,Male,42,22.9,Overseas,MCGILL UNIVERSITY,84.22,Bachelor,Shanghai,Research,Biz Dev,No,242,53.6,0,97,90,94,44,26,43,46.7,NA
2970,John1627,No,Male,33,12.6,Job Board,PEKING UNIVERSITY,76.44,Master,Tokyo,Marketing,Tech Support,No,13,58.2,21,93,88,95,23,20,37,44,119685
1639,John1628,No,Male,40,22.3,Special,PEKING UNIVERSITY,85.11,Bachelor,Amsterdam,Manufacturing,Manufacturing,No,153,50.5,11,79,79,74,16,12,11,47.5,NA
4286,John1629,Yes,Male,49,43.6,Job Board,KYOTO UNIVERSITY,80.67,HighSchool,Shanghai,Research,Biz Dev,Yes,225,34.4,19,85,83,85,47,26,40,43.3,NA
2403,John1630,Yes,Male,46,24.8,Special,UNIVERSITY OF CHICAGO,72.44,Bachelor,Seoul,Research,Tech Support,No,543,82.4,6,75,94,70,13,4,27,42.1,NA
3926,John1631,No,Male,34,15,Job Board,PRINCETON UNIVERSITY,72,2-Year College,Tokyo,Marketing,Tech Support,No,43,27.6,10,97,94,69,7,5,16,37.6,82733
